price,district,rooms,floor,floors,area,type,cond,walls,desc
63000.0,Primorsky,3,3,4.0,70.0,Stalinka,Residential clean,Shell rock,"Living condition, AGV, water heater, air conditioner, furniture, built-in kitchen. "
53000.0,Malinovsky,3,4,9.0,65.0,Czech,Renovation,Panel,"High-rise building in the area of Gorky park, separate rooms, large kitchen, 2nd glazed balconies. "
50000.0,Primorsky,1,16,25.0,47.0,New ,After builders,Monolith,"Gagarin Avenue ZhK 4 Seasons. New house . Nice layout. Spacious, bright apartment. Excellent floor screed. Metal-plastic glazing, armored door. High-speed elevators. Landscaped adjoining territory. Parking. Convenient transport interchange. Sea view. "
330000.0,Primorsky,,3,4.0,390.0,Special project,After builders,Brick,"Club house with security, built in 1999, red brick, AGV, apartment in 2 levels, can be divided into two, 8 balconies, 4 bathrooms. Free parking. Above the apartment there is a loft of 160sq.m, with the possibility of purchase. Proximity to the sea, appropriate content. Perspective apartment. "
35000.0,Malinovsky,1,9,10.0,50.0,New ,After builders,Brick,"Residential complex ""Parkovy"", Spanish lane. South side. The house has a rooftop gas boiler room, full autonomy, closed guarded territory, the house is built of RED brick! Located 15 min. from the city center. Large balconies from the room and kitchen. A gas meter is installed, all communications and heating are supplied. "
82000.0,Kievsky,2,13,16.0,72.0,New ,Renovation,Brick,"Fully renovated, built-in kitchen, appliances, air conditioning. There is an equipped playground in the yard. "
67000.0,Primorsky,1,3,18.0,44.0,New ,Renovation,Monolith,"16 Pearl. Fully renovated, panoramic windows, built-in kitchen, boliler, air conditioning, furniture "
40000.0,Primorsky,2,4,5.0,45.0,Khrushchevka,Residential clean,Brick,"Living condition, renovated kitchen, varnished windows, built-in kitchen, appliances. "
63000.0,Malinovsky,3,2,9.0,70.0,Special project,Renovation,Panel,"Cooperative house 12 years old, renovated, modern cladding, MGO, expensive furniture and appliances, 2 air conditioners, closed courtyard. "
45000.0,Malinovsky,3,5,5.0,70.0,Kharkiv,Renovation,Block-brick,"Renovation, MGO, modern cladding, new pipes and sewerage, suspended ceilings, built-in kitchen, wardrobe. The balcony is expanded (12sq.m) and glazed. Clean front door, intercom. Nearby there is a supermarket. Exchange for a house in the Sukhoi estuary. "
62000.0,Malinovsky,2,1,5.0,45.0,Khrushchevka,Residential clean,Brick,"Perhaps an office. Residential condition, corner, all on the facade, the possibility of an extension. The last apartment in this house. "
65000.0,Kievsky,2,5,10.0,70.0,New ,After overhaul,Brick,"LCD ""BASMA"". After overhaul, built-in kitchen, appliances, furniture. The territory is closed and fenced. "
90000.0,Primorsky,,5,5.0,129.0,Belgian,Residential clean,Brick,"The apartment is three-sided, panoramic sea view. An interesting offer for business, 2 kitchens, balcony 9 sq.m. "
95000.0,Primorsky,3,6,18.0,88.0,New ,Renovation,Brick,"Residential complex Acapulco-2, Replaced windows, modern cladding, laminate, "
95000.0,Kievsky,3,14,16.0,100.0,New ,Renovation,Brick,"Newly commissioned residential complex ""Success"". Fully renovated, built-in kitchen, all furniture and appliances, wardrobe, 3 air conditioners. "
60000.0,Primorsky,1,2,16.0,60.0,New ,After overhaul,Brick,"Overhaul, built-in kitchen, appliances, furniture, dressing room. Well-groomed and fenced house area. "
36000.0,Kievsky,1,3,6.0,30.0,New ,Renovation,Block-brick,"residential complex ""New Lyustdorf"" Small apartment new brick house, renovation, built-in kitchen, air conditioning "
109000.0,Primorsky,,2,4.0,120.0,Old fund,Need. in cap. renovation,Shell rock,"5 room apartment in the very center of Odessa, on Cathedral Square (Papudov's house) !. Total area - 120 sq.m. Five living rooms, one with an area of 23 sq.m. four rooms of 15 sq.m., a kitchen of 13 sq.m., two bathrooms, one of which is more than 10 sq.m., a balcony. There is a back door (the ability to enter the apartment both through the front door and from the yard). Apartment for renovation. It can be perfect for creating a hostel (it is possible to make a facade). The apartment is two-sided, the windows overlook the Cathedral Square and the courtyard. Everything is near. "
62000.0,Primorsky,3,6,18.0,85.0,New ,After builders,Brick,"Residential complex Acapulco-2, "
70000.0,Primorsky,3,7,10.0,70.0,Special project,After overhaul,Brick,"""Stikon"". After renovation, MPO, built-in kitchen and appliances, furniture "
64500.0,Kievsky,2,7,10.0,56.0,New ,Renovation,Brick,"Fully renovated, built-in kitchen, appliances, all furniture, own parking space in the yard "
97000.0,Malinovsky,3,10,12.0,101.0,New ,Renovation,Brick,"LCD New Cheryomushki. Fully renovated, built-in kitchen, appliances, furniture, air conditioning, dressing room, excellent transport interchange. "
76000.0,Malinovsky,2,5,16.0,75.0,New ,Renovation,Brick,"New building from the Stikon company. Fully renovated, double-sided, jacuzzi, built-in kitchen, appliances, furniture. Closed guarded area with its own parking, video surveillance and playground. "
17000.0,Suvorovsky,1,2,2.0,18.0,Special project,Renovation,Block-brick,"Ideal for rent, the sea is across the road. "
57000.0,Malinovsky,1,6,20.0,43.0,New ,Renovation,Brick,"LCD stikon. Fully renovated, built-in kitchen, appliances, wardrobe, air conditioning. "
100000.0,Primorsky,3,7,10.0,98.0,Special project,Renovation,Brick,"Brick, renovation, built-in kitchen, furniture and appliances, air conditioning, 2 parking spaces "
26500.0,Kievsky,1,9,12.0,32.0,New ,After builders,Brick,"Residential complex ""Two Academicians"". Rented house. The apartment has individual heating - AGV boiler. Luxurious location, everything is at hand the sea, markets, schools, kindergartens. "
68000.0,Malinovsky,3,1,2.0,92.0,Special project,Renovation,Brick,"Small apartment building, 2 parking spaces and a garage, renovated from imported materials, built-in kitchen, appliances, furniture. "
52000.0,Malinovsky,4,1,2.0,80.0,Old fund,After overhaul,Shell rock,"Furnished apartment on 2 levels, studio kitchen, separate rooms, 2 air conditioners. Individual heating AOGV, hydrophore, 500l tank. The built-in technique remains. "
49000.0,Malinovsky,3,5,9.0,64.0,Czech,Residential clean,Panel,"Living condition, modern cladding. Near school, children. garden, supermarket. "
62500.0,Kievsky,3,6,9.0,71.0,Czech,Renovation,Panel,"Fully renovated, built-in kitchen, appliances, furniture, air conditioning, wardrobe. Garage in a guarded parking lot. "
40000.0,Kievsky,4,3,5.0,62.0,Moscow,After overhaul,Panel,"After overhaul, sovemenny cladding, mpo, built-in kitchen. The house is located in the second row opposite the City Center. "
42000.0,Kievsky,1,11,16.0,64.0,New ,After builders,Monolith,LCD Odyssey-2
50000.0,Kievsky,2,16,17.0,72.0,New ,After builders,Brick,"The 17th floor is residential. Near school, kindergarten, Tavria-V. Across the road, City Center, market Success. Very convenient transport interchange. The house has a parking lot. There is a playground in the yard. "
67500.0,Primorsky,4,17,17.0,106.0,New ,Renovation,Brick,"Large apartment renovated, MPO, modern cladding, laminate flooring, fitted wardrobes, appliances, furniture, overlooking the sea! The apartment is ready for living or renting. The house has condominiums, new elevators. Excellent infrastructure within walking distance. School, kindergarten, supermarkets, hospital, excellent transport interchange, to Arcadia 15 minutes on foot. "
45000.0,Malinovsky,3,1,9.0,64.0,Czech,After makeup,Panel,"Living condition, igos, cladding, boiler, furniture, built-in kitchen. "
56000.0,Kievsky,2,8,11.0,63.0,New ,Renovation,Brick,"The house is located in a closed area near the sea. Fully renovated, built-in kitchen, appliances, furniture, interfloor storage room. The territory of the house is landscaped: planted birches, spruces, many flowers. "
64000.0,Kievsky,,7,9.0,99.0,Czech,After overhaul,Panel,"with overhaul (renovation 5 years), laminate flooring, tiles, three air conditioners, a heat meter on the house, igos, three loggias, all rooms are separate. the state and layout correspond to the photographs. "
50000.0,Suvorovsky,2,1,10.0,70.0,Special project,Renovation,Brick,"High ground floor. Apartment in a new red brick house, igos, built-in kitchen, modern cladding, suspended ceiling, three air conditioners, metering devices, nearby there are 2 schools, 2 kindergartens, minibus stops, entertainment facilities, a supermarket, a park. "
45000.0,Kievsky,1,8,16.0,41.0,Jugoslavsky,Renovation,Panel,"Eroremont, built-in kitchen, appliances, furniture, warm floors, eurobeam, air conditioner, dressing room, insulated from the outside. "
32000.0,Malinovsky,1,2,8.0,39.0,New ,Renovation,Aerated concrete,"LCD ArtVille (Artville). Renovated apartment, built-in kitchen. House leased "
40000.0,Malinovsky,1,1,16.0,40.0,New ,After overhaul,Brick,"Lcd Romanovsky, renovation, built-in kitchen, appliances, air conditioning, furniture, 20 minutes from the city center. "
64000.0,Malinovsky,3,7,10.0,113.0,New ,After overhaul,Brick,"After overhaul, built-in kitchen, appliances, furniture, wardrobe, eurobeam "
85000.0,Kievsky,2,6,10.0,81.0,New ,Renovation,Brick,"Red brick house. Fully renovated, fitted kitchen, appliances, 2 air conditioners. A condominium was created in the house, a playground in the yard. "
103000.0,Primorsky,2,9,11.0,90.0,Special project,Renovation,Brick,"One-way house, inside the block, between the territory of the Hospital and the houses at the beginning of the Italian boulevard. Entry to the opposite of the consulate of Georgia (round-the-clock paramilitary security). Convenient transport interchange - no traffic jams! Closed area. Red brick house built in 2007, 10 floors, 50 apartments. Osmd: its own roof boiler room on the 11th floor, emergency water tanks, video surveillance, concierge, playground. Species, internal, sea side, 9th floor, 2-room apartment 90 sq. M, "
56000.0,Primorsky,1,14,24.0,50.0,Special project,After builders,Monolith,"Residential complex Limnos from the construction company Gefest. Luxurious apartment in Arcadia overlooking the Sea. The house is leased. Apartment 50 sq. m free layout, on which you can implement any design. Closed guarded territory, video surveillance, there is a playground, places for recreation, underground parking. Sea, beach, Arcadia alley in 10 minutes walking "
68000.0,Kievsky,2,8,10.0,71.0,New ,Renovation,Brick,"2-room apartment with a major overhaul of 71 sq. M of total area in the residential complex ""Tiras"", separate rooms, a spacious kitchen of 21 m, built-in furniture, household appliances and accessories are included in the price. Excellent location of the house, well-groomed, closed adjoining territory with good infrastructure. "
120000.0,Primorsky,,2,2.0,117.0,Old fund,Renovation,Shell rock,"Hostel for 15 persons. 4 rooms with air conditioning. one has a balcony. Hall, 2 corridors, 2 bathrooms. Kitchen 12 m .. Everything with windows, very bright. No exploitation. Near the musical comedy, the sea, the station. "
55000.0,Primorsky,3,1,16.0,66.0,Jugoslavsky,After overhaul,Monolith,"The apartment has been thoroughly renovated, done for themselves, all communications have been replaced. There is a dry basement under the apartment, communications in the basement are also changed. The apartment has parquet flooring, igos, a boiler, 2 air conditioners, a heat meter is installed on the house, a 2-phase electricity meter is installed in the apartment. The apartment is very warm, clean and comfortable. Remains Built-In Furniture And Appliances. Garage, extra charge. The house is located away from the road, the yard is quiet and green. "
295000.0,Primorsky,3,9,13.0,148.0,Special project,Author's design,Brick,"RC ""Mercedes"" house is located in Shevchenko park. Red brick. Design project and renovation. Three separate bedrooms and a luxurious studio kitchen. Two dressing rooms. Two bathrooms. The apartment was little exploited. Expensive high-quality furniture, built-in kitchen, household appliances - everything remains. Excellent sea views from all rooms! The house has a two-level modern parking. Guarded house territory. Langeron Beach, Nemo Dolphinarium, health track, tennis courts, Shevchenko Park. "
59000.0,Kievsky,1,16,18.0,44.5,Special project,Author's design,Monolith,"LCD 3 Pearl. Apartment with a very good expensive renovation, which was done for yourself. From the window there is an amazing view of the sea and the church. Author's design. Furniture is ordered according to an individual project. Everything is thought out to the smallest detail. Household appliances from the best manufacturers. The house is located in an ecologically clean area, away from noisy and gas-polluted streets, equipped with high-speed elevators "
130000.0,Primorsky,3,9,20.0,116.0,Special project,Renovation,Monolith,"Srednefontanskaya / ZHudo-Gorod residential complex. Spacious two-sided apartment in the residential complex ""Miracle-city"". An apartment with modern high-quality repair. Laminate and tiles on the floor. Spot lighting. 3 separate bedrooms, kitchen-dining room. Modern high quality renovation. Two dressing rooms, two bathrooms, laundry. The floor has its own small storage room "
47000.0,Kievsky,3,12,17.0,52.0,Special project,Renovation,Monolith,"equipped with furniture and appliances from leading manufacturers. An entrance hall with a spacious wardrobe, passing into a living room, zoned into a dining area and a recreation area. Two separate bedrooms, a beautiful bathroom. Warm floors, air conditioning system. Tambour for two apartments, Security, intercom, video surveillance. A place in the underground parking. Free sale, package of documents. Possible sale with tenants under a contract for a year. There is a parking place. "
82000.0,Primorsky,1,3,15.0,39.0,New ,Renovation,Monolith,"LCD ""25 Zhemchuzhina"" / Italian Boulevard / Musical Comedy. The apartment is fully equipped with furniture and appliances from leading European manufacturers for a comfortable stay and pleasant stay in the best area of Odessa on French Boulevard. There is a dishwasher. An expensive and high-quality repair was made. Light, warm. "
53000.0,Kievsky,3,5,10.0,63.0,Czech,After overhaul,Panel,"Spacious Czech with separate rooms, air conditioning, boiler, built-in kitchen, m / plastic "
49000.0,Primorsky,1,15,24.0,46.0,Special project,After builders,Monolith,ZhK4 seasons / Gagarin. HOUSE RENT!
85000.0,Primorsky,1,8,15.0,40.0,New ,Renovation,Monolith,"Residential complex ""24 Zhemchuzhina"" / Italian Boulevard / Muzkomediya. The apartment is fully equipped with furniture and appliances from leading European manufacturers for a comfortable stay and pleasant stay in the best area of Odessa on French Boulevard. There is a dishwasher. An expensive and high-quality repair was made. Light, warm. "
50000.0,Kievsky,2,14,16.0,50.0,Jugoslavsky,After overhaul,Monolith,"After a good repair - metal-plastic windows, modern cladding, pipes changed. Convenient layout - isolated rooms, a cozy kitchen, a separate bathroom. The loggia is glazed. Well-groomed front door. 2 lifts. Near transport, markets, schools. Covered parking space. "
39000.0,Kievsky,2,3,5.0,44.0,Khrushchevka,Residential clean,Block-brick,"6 tbsp. Big Fountain. The apartment is in good condition. All Pipes Are Changed, The Boiler Is 80 L, New Wiring. C / U Combined. The walls are insulated, loggia 12 sq. m. Reinforced plastic windows. "
146500.0,Primorsky,2,3,10.0,103.0,New ,After builders,Brick,"Otradnaya / residential complex Yasnaya Polyana. Separate rooms, two balconies. Elite residential complex, excellent construction quality. Excellent location close to the sea and the city center. Great offer for price and quality.! On the territory of the house there is a swimming pool, restaurant, supermarket, coffee shop. There is also a place in the underground parking for sale separately. Condition from the builders. The house is leased. "
43500.0,Primorsky,1,3,3.0,33.0,Old fund,Renovation,Shell rock,"Pirogovskaya / Srednefontanskaya. The apartment has been renovated, replaced windows, doors, floors, tiles, replaced all wiring, plumbing pipes, installed hydroboxing, air conditioning, boiler, gas stove, washing machine, built-in kitchen. The balcony is expanded and insulated, the whole apartment is insulated along the contour, an alarm is installed, high-speed internet is started, a quiet cozy courtyard, the apartment was made for myself. "
36000.0,Malinovsky,3,2,5.0,58.0,Khrushchevka,After makeup,Block-brick,"Renovated, fitted kitchen. Excellent transport interchange, kindergarten, school, supermarkets within walking distance. "
70000.0,Primorsky,2,11,23.0,77.0,New ,After builders,Monolith,"Residential complex Gagarin Plaza / Arcadia. The House Is Rented And Occupied. Panoramic Glazing. Residential complex of business class. On the territory of the complex: video surveillance, security service, underground parking, marble hall, concierge, three elevators, recreation area and playground. "
39000.0,Kievsky,1,4,18.0,43.0,New ,Renovation,Brick,"3 Pearl. The apartment is spacious, bright, separate kitchen, large, with access to the balcony. The apartment has been renovated in euro. The floor is laminate. The bathroom is combined and a shower stall is tiled. Boiler. Air conditioning. The price includes furniture and household appliances. Protected area. Convenient transport interchange. "
72000.0,Kievsky,2,16,25.0,52.0,New ,Renovation,Monolith,w / c Altair. Apartment with a beautiful renovation. Kitchen-dining room and 2 bedrooms. Wardrobe. Furniture and appliances included in the price.
85000.0,Primorsky,1,6,12.0,60.0,New ,Author's design,Brick,"LCD Arcadia Hills. Apartment with a gorgeous sea view. Decorative fireplace, marble wall in the hall. There is natural stone in the hallway, the floor in the kitchen is Italian tiles. There are sliding doors between the kitchen and the bedroom. The floors are laminated. The technique remains. In the immediate vicinity of the sea. There is a sea view "
46000.0,Kievsky,1,22,24.0,39.0,New ,Renovation,Monolith,"Lcd Altair 1 on Lyustdorfskaya Road. Western-style renovation - tiles in the kitchen, washing machine and dishwasher, refrigerator, heated floor in the bathroom, laminate flooring in the bedroom, there is a dressing room and a large wardrobe in the corridor, smart home system. Guarded territory, round-the-clock video surveillance. Good infrastructure. "
130000.0,Primorsky,2,6,12.0,87.0,New ,Author's design,Brick,"LCD Arcadia Hills apartment with sea views. The apartment has a quality renovation. Separate rooms, large kitchen. The house has autonomous water supply, high-quality elevators, sound insulation, house insulation, recreation areas, playground and sports ground, underground parking and parking lots. Landscaped territory. Landscaping is provided in the courtyard of the house and in the adjacent territory "
92000.0,Malinovsky,3,2,16.0,84.0,Special project,Renovation,Brick,"The apartment is bright and warm with good energy. The apartment has an expensive renovation (Venitsianka), underfloor heating, motion sensors, 2 air conditioners. The price of the apartment includes a kitchen with an electric touch cooker, a 2-chamber refrigerator, a washing machine for 8 kg, a dishwasher and an 80 liter boiler. There are large spacious wardrobes in the bedroom and hallway. Considering the minimum bargaining. In the yard there is a guarded playground and parking, the house has a grocery store, a gym and a pet shop "
180000.0,Malinovsky,,16,18.0,171.0,New ,Renovation,Brick,"Penthouse in the new Stikonov complex. LCD Luxembourg! Great view of the city, the area surrounded by greenery. The house is completely autonomous, closed guarded territory, video surveillance, children's playgrounds, a sports complex, underground parking. The convenient location of the residential complex will allow you to get anywhere in the city as soon as possible. Three bedrooms and a spacious living room, study, dressing room, two bathrooms and an exclusive interior will definitely not leave you indifferent. The total area of the apartment is 171.4 m2 "
40000.0,Malinovsky,2,1,10.0,47.7,New ,Renovation,Brick,"Parkovaya st. / Virtus. 1/9, 48/30/8, new house, two separate rooms 17.4 + 12.6, no balcony, bars on the windows, renovation for 8 years. T / bathroom separately, armored door, vestibule for two apartments. Sold with furniture and household appliances. Nice yard. Repair in the front door. Good transport interchange. Close to the center. Near schools and d / garden. "
54000.0,Kievsky,2,12,16.0,67.0,New ,Renovation,Monolith,"ZhKRaduzhny. The apartment is two-sided. The apartment has been renovated according to the design project. Furniture is made to order according to an individual project. 1-room 16.3 m. sq. with built-in wardrobe, winter-summer air conditioner, remote control chandelier, curtains. 2-room 13.2m. sq. with a balcony with panoramic windows. From the kitchen there is an exit to the insulated loggia 8.5 m. sq. designed for a room or office. The house is new, commissioned in 2020. high-speed elevators otis, video surveillance, autonomous boiler room. Developed infrastructure, "
105000.0,Primorsky,2,10,24.0,75.0,New ,Renovation,Monolith,"Lcd Orange, 2-room apartment, with furniture and household appliances, 2 bathrooms, shower and bathroom, dressing room, everything that remains in the photo, everything is very high quality and expensive, doors are made to order, split system for 3 air conditioners, safe, security ... "
70000.0,Kievsky,3,1,9.0,90.0,Special project,After makeup,Brick,"Three separate rooms and a large kitchen. Good living condition. The floors are laminate, the walls are wallpaper. Reinforced plastic glazing. Two balconies are not glazed. Large separate bathroom. High mezzanine. Near the house there are Kopeyka and Tavria V supermarkets. "
95000.0,Primorsky,3,2,24.0,77.0,New ,Renovation,Monolith,"Residential complex Gagarin Plaza, 2 bedrooms + kitchen studio + terrace 30 sq.m. Floor 2/24, view of the courtyard to the fountain. Expensive renovation, furniture and appliances remain. 2 minutes from the sea. Good interchange, shopping centers, restaurants. "
39500.0,Kievsky,2,2,19.0,60.0,New ,After builders,Monolith,"2-room apartment in the residential complex ""Kadorr"" 49 pearl of 59.5 m total area. The house provides everything for your comfortable stay. Well-groomed guarded house territory, round-the-clock video surveillance. Condition from builders! "
250000.0,Primorsky,3,8,10.0,93.0,Special project,Author's design,Brick,"Marazlievskaya / ZhK Patriciy. The apartment is two-sided. Two bedrooms and a kitchen-living room. The apartment has a designer renovation using expensive and high quality materials, oak parquet, ash doors, marble window sills. Tiles, sanitary ware, furniture, household appliances - well-known European brands. The kitchen is equipped with built-in appliances from the German company Bosch (dishwasher, refrigerator). Very bright, two balconies, two bathrooms. The apartment was made for myself. New residential building made of red brick "
27000.0,Primorsky,2,2,2.0,28.0,Special project,Need. in cosm. renovation,Shell rock,One-room apartment in the city center. Good location of the house. Within walking distance to the park.
62000.0,Malinovsky,2,5,16.0,70.0,New ,After builders,Brick,
49000.0,Primorsky,2,7,9.0,53.0,Czech,Residential clean,Brick,"The apartment is in a brick building in a residential condition, the loggia is glazed. Near school, supermarket, within walking distance of Arcadia and the sea. "
30000.0,Kievsky,1,3,16.0,42.0,Cellular,Residential clean,Monolith,"Residential condition, free, clean front concierge. "
42000.0,Kievsky,2,1,9.0,50.0,Czech,After overhaul,Panel,"Nevsky / Vuzovsky. The apartment is completely renovated. The proximity of schools, kindergartens, supermarket Tavria ""B"", a cafe. An ideal area for a comfortable life. High-quality repair, plastic windows, your own front garden. "
36000.0,Suvorovsky,2,1,6.0,40.0,Special project,Modern design,Block-brick,"Black Sea Riviera, Lcd Author's 2, renovated and furnished, south side. "
49000.0,Kievsky,3,6,9.0,64.0,Czech,Residential clean,Panel,"Glushko / Golden Duke. The apartment is in a residential condition. There is a storage room between floors. The house is located in the yard. There is a playground, next to 2 bazaars, a supermarket, schools "
57000.0,Kievsky,3,8,10.0,65.0,Czech,Renovation,Brick,"a beautiful apartment with a modern renovation in pastel pleasant colors, fully furnished, separate rooms, a kitchen enlarged due to a loggia, a built-in kitchen with Bloom fittings and built-in appliances, including a dishwasher, 2 loggias are glazed and insulated, glazing - metal plastic, 2 air conditioners , there is an interfloor storage room, a cooperative house, good location, an area with developed infrastructure, services and transport links - everything is nearby, a cozy, comfortable apartment in an excellent "
42000.0,Malinovsky,3,2,5.0,61.0,Khrushchevka,After makeup,Brick,"Brick house, After renovation, modern cladding, Nearby park, bazaar, transport. "
13000.0,Suvorovsky,1,2,2.0,18.0,Old fund,Need. in tech. renovation,Shell rock,"2/2 with high loft, 13sq.m. kitchen 5 sq. electric stove. The apartment has central heating, ceilings 2.80, linoleum on the floor, shower, boiler. The apartment is under renovation. Front after renovation, large green yard, sheds in the yard. The second row of houses, across the road is the Luzanovka beach. Good option for daily rent "
37000.0,Kievsky,1,4,16.0,42.0,New ,Need. in tech. renovation,Brick,"New house, house is 4 years old, partial renovation, all the wiring is done, c / a renovated, the rest is from the builders "
23500.0,Malinovsky,1,2,2.0,38.0,Old fund,Residential clean,Shell rock,"Residential condition, mpo, double-sided, cladding. "
92000.0,Primorsky,2,10,24.0,72.0,New ,After builders,Aerated concrete,"New house, condition from builders. Sale by assignment. "
35000.0,Kievsky,1,11,16.0,34.0,Special project,After overhaul,Monolith,Renovated apartment in the Raduzhny residential complex. Everything Remains In The Apartment. Ideal for rent. Bargain!
58000.0,Kievsky,1,4,24.0,42.0,New ,Renovation,Monolith,"Altair-2. Large kitchen, bedroom divided into two zones: Wardrobe in the bedroom. Modern renovation. Heated floors. Stove, oven, washing machine, boiler, air conditioner. Fiberglass-reinforced concrete panels filled with insulation, which are sheathed in all cases, keep cool in summer and warm in winter. Autonomous boiler room, two-layer laser screed with underfloor heating effect, steel radiators, heat-saving windows. Landscaping of the local area, closed courtyard, TavriyaV and Kopeyka within walking distance. "
65000.0,Kievsky,3,6,16.0,78.0,New ,Renovation,Monolith,"3-room apartment with major overhaul in the residential complex ""Raduzhny"" 2 78.2 sq. M of total area, separate rooms, kitchen 15m, two balconies (one of the kitchen is open), the price includes furniture and accessories. Newly developed microdistrict with well-developed infrastructure. "
29000.0,Kievsky,1,17,17.0,33.0,New ,Residential clean,Monolith,"1-room apartment in the residential complex ""Raduzhny"" in good living condition, laminate flooring, metal-plastic windows, tiled bathroom, glazed balcony. A region with a developed infrastructure. "
32000.0,Kievsky,2,9,9.0,46.0,Kharkiv,Residential clean,Brick,"The apartment is in a brick house, living condition, separate rooms, glazed balcony. Mpo, new wiring and pipes, interior doors. Clean front door, large green courtyard. The apartment is in the very center of Tairov, all the infrastructure is nearby (supermarket, school, kindergarten, transport, Kiev market, cinemas). "
53000.0,Kievsky,2,9,16.0,63.0,New ,Renovation,Monolith,"Two large bright rooms of 18m each, a large bathroom and an entrance hall, a kitchen, total area 63.5m. The apartment is sold furnished, a kitchen with non-standard high top cabinets with LED lighting, built-in household appliances (electric oven, electric cooking hob, extractor hood). The house has uninterrupted hot water supply, silent OTIS elevators, closed guarded territory, well-developed infrastructure, nearby final route no. 145, underground parking, parking lot. The seller pays for the transfer of shares. "
33000.0,Malinovsky,1,7,17.0,38.0,New ,After builders,Monolith,"Residential complex ""Mikhailovsky gorodok"", the house was leased, SC ""Budova"". The apartment has an expensive renovation and an air conditioner. . In the house - round the clock security, video surveillance, closed area, underground and guest parking, playgrounds, shops, supermarket ""Kopeyka"", in the front door - a concierge. The apartment has a Smart House system, heating control from a tablet. All lighting is LED. "
49000.0,Kievsky,2,16,16.0,72.0,New ,Renovation,Brick,"Residential complex ""Raduzhny"" - a new residential area, brick, renovation, 2 balconies of 4 sq. M. built-in kitchen, appliances, roof gas boiler room, intercom, playground, staircase. "
145000.0,Kievsky,3,3,10.0,135.0,Special project,Renovation,Brick,"LCD ""Stozhary"". The house is brick built. The apartment is three-sided. Modern major overhaul. Cozy kitchen. Bedroom with a round bay window with panoramic glazing. Children's room - 18 m2. Big hall. Oak parquet. Built-in wardrobe. C / a separate. Vanaya 6 m2. Large glazed and insulated loggia - 9 m2. Always working quiet OTIS elevator, roof boiler room, own generator in the residential complex, quiet, green guarded territory with a playground and underground parking. "
119000.0,Primorsky,4,3,4.0,140.0,Old fund,Need. in tech. renovation,Shell rock,"Apartment in the historical center of Odessa. All rooms are separate, 2 kitchens, balcony, bay window. Apartment on two sides. Needs repair. bargain! "
36000.0,Malinovsky,3,2,5.0,59.0,Khrushchevka,Residential clean,Panel,"The apartment is on the middle floor, bright and warm with separate rooms. Balcony, igos windows, modern cladding in the bathroom. The apartment is in good living condition. Excellent location, within walking distance of the Cheryomushki market, Gorky Park. "
107000.0,Primorsky,3,2,5.0,76.0,Stalinka,After overhaul,Brick,"overhaul, everything has been changed, two-contact. AGV, air conditioning, parquet, marble staircase in the front door. ""STALINKA"". Facade on Uspenskaya .. "
40000.0,Kievsky,1,13,18.0,38.0,New ,Renovation,Monolith,"49 Pearl. Pearl / Architectural, Pearl square. High-quality repairs from expensive materials. Furniture and equipment in the price. New modern house with all amenities. Hour security. Developed microdistrict. Excellent transport interchange, 15 minutes to the sea. "
54900.0,Kievsky,3,19,19.0,85.0,New ,After builders,Monolith,w / k 46 Pearl. Apartment from builders. Share assignment at the expense of the seller.
135000.0,Primorsky,3,22,23.0,148.0,New ,Expanded clay-concrete,,
39500.0,Kievsky,3,5,9.0,68.0,Special project,Residential clean,Panel,"3-room apartment 68 m total, separate rooms, corner loggia, 12 m kitchen and there is a spacious hall, separate bathroom lined with 15 * 15. A wonderful area, the center of Tairov. All schools, kindergartens, supermarkets, markets, transport stops. A clean entrance with an intercom, a well-groomed green courtyard. "
97200.0,Primorsky,2,9,15.0,64.8,New ,After builders,Monolith,
95000.0,Kievsky,3,9,10.0,120.0,New ,Renovation,Brick,"Two-level apartment, renovated in a brick building. On the ground floor there is a kitchen-dining room + a living room, a bathroom. A convenient staircase leads to the second floor where there are 2 bedrooms, a bathroom, a dressing room. There is a balcony on each floor. Built-in furniture, wardrobe. The apartment is warm and comfortable. "
44000.0,Kievsky,1,5,18.0,45.0,New ,Renovation,Monolith,"w / k 21 Pearl. The apartment is renovated, redesigned into a kitchen-studio and a bedroom. Panoramic windows. Stretch ceilings, laminate / tiles on the floor, good internal carpentry. Built-in furniture and appliances remain. Closed guarded territory. CCTV. Beautiful adjoining territory. Developed infrastructure of the area. "
80000.0,Primorsky,2,19,23.0,62.0,New ,Renovation,Brick,"Residential complex ""Gagarin Plaza"" / Arcadia, apartment with designer renovation in the loft style. Total area 62 sq.m. Kitchen-studio 20 sq.m, bedroom 23 m. Bathroom (shower) is combined. The apartment is fully equipped with all furniture and appliances. Closed guarded territory, video surveillance, spacious parking, playground, high-speed silent elevators. Developed infrastructure of the area, very convenient location, the sea is within walking distance. "
63000.0,Kievsky,4,3,16.0,85.0,Cellular,Residential clean,Panel,"Apartment in a cellular project, living condition, mpo, 4 glazed balconies. Tairov Center. "
